cell_id	parent_id	cell_type	cell_type_name	x	y	angle	shape_path	size_scale	cell_cycle_phase	ecDNA_count	ecDNA_cargo	egfr_expression	O2_local	glucose_local	is_hypoxic	is_quiescent	generation	time_born_hr	migration_rate	VEGF_secretion	activation_level	exhaustion_level	kills_performed
110	-1	4	Endothelial	1375	0	-1.3847	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8266	G0	0		3.0177	20.00	5.0000	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
111	-1	4	Endothelial	1318	0	-1.4402	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1547	G0	0		3.5492	20.00	5.0000	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
113	-1	4	Endothelial	1356	29	1.5535	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0603	G0	0		9.2575	14.45	1.9034	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
114	-1	4	Endothelial	1687	491	1.8871	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1779	G0	0		7.4093	6.68	0.4902	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
115	-1	4	Endothelial	1849	0	-1.3536	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9781	G0	0		3.0548	20.00	5.0000	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
116	-1	4	Endothelial	1506	101	0.7404	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0116	G0	0		6.1619	12.58	1.6744	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
117	-1	4	Endothelial	1299	154	0.6727	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0555	G0	0		6.8444	11.06	1.3637	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
118	-1	4	Endothelial	1244	106	-2.3019	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.7351	G0	0		7.5938	12.78	1.6999	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
119	-1	4	Endothelial	1360	410	1.6691	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9511	G0	0		7.2792	7.82	0.5117	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
120	-1	4	Endothelial	1354	430	1.0622	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0580	G0	0		7.6017	4.82	0.2847	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
121	-1	4	Endothelial	1297	136	-1.4704	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1032	G0	0		7.2495	10.46	1.0820	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
122	-1	4	Endothelial	1444	0	-1.8892	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0011	G0	0		3.1217	20.00	5.0000	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
123	-1	4	Endothelial	1562	0	-1.7152	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0153	G0	0		2.8440	20.00	5.0000	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
124	-1	4	Endothelial	1469	156	-0.6240	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8701	G0	0		6.9318	13.18	1.9424	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
125	-1	4	Endothelial	1477	10	1.6736	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1021	G0	0		7.1939	17.36	3.5314	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
126	-1	8	Necrotic	2050	522	1.3149	M -0.5 -0.5 L 0.5 -0.5 L 0.5 0.5 L -0.5 0.5 Z	0.9523	G0	0		8.1903	1.31	0.1070	True	True	0	0.0	0.00	0.00	0.0000	0.0000	0
127	-1	4	Endothelial	1412	0	-1.8398	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.6948	G0	0		3.1205	20.00	5.0000	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
128	-1	4	Endothelial	1239	37	-1.5270	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.2273	G0	0		6.2176	13.75	1.5374	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
129	-1	4	Endothelial	1984	337	-2.4697	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.5059	G0	0		7.8940	8.82	0.8432	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
130	-1	4	Endothelial	1400	221	0.0326	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9067	G0	0		7.5581	11.86	1.5630	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
131	-1	4	Endothelial	2033	357	-0.8371	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0166	G0	0		7.4432	6.97	0.6465	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
132	-1	4	Endothelial	1690	76	1.6016	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1114	G0	0		8.0201	16.40	3.1192	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
133	-1	4	Endothelial	2293	629	1.4575	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8383	G0	0		7.2038	5.74	0.4397	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
134	-1	4	Endothelial	1617	0	-0.0311	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.2340	G0	0		3.0292	20.00	5.0000	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
135	-1	4	Endothelial	1846	165	1.0893	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0430	G0	0		7.6550	11.67	1.5237	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
136	-1	4	Endothelial	1922	493	-1.3677	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9252	G0	0		5.9181	6.71	0.4543	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
137	-1	4	Endothelial	2150	344	-3.1211	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9102	G0	0		9.5031	4.24	0.3380	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
138	-1	4	Endothelial	1539	567	-0.7741	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.7189	G0	0		7.2575	6.45	0.4864	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
139	-1	4	Endothelial	1236	93	1.3103	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9578	G0	0		7.3992	13.83	2.0756	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
140	-1	4	Endothelial	1523	466	0.7655	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1178	G0	0		7.0501	6.39	0.4757	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
141	-1	4	Endothelial	1619	322	-2.5573	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0494	G0	0		8.2409	7.95	0.7549	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
142	-1	4	Endothelial	1264	150	-1.9719	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8744	G0	0		8.5510	11.08	1.1766	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
143	-1	4	Endothelial	1662	10	1.4373	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9144	G0	0		7.7204	12.06	0.5488	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
144	-1	4	Endothelial	1683	754	1.0496	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0085	G0	0		6.5729	5.20	0.3125	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
145	-1	4	Endothelial	1417	50	-2.0875	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9734	G0	0		8.6362	17.85	3.7533	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
146	-1	4	Endothelial	1721	54	-0.6034	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.7586	G0	0		6.1096	17.01	3.3857	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
147	-1	4	Endothelial	1813	0	-1.3107	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0316	G0	0		3.2010	20.00	5.0000	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
148	-1	4	Endothelial	1827	0	-1.5531	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9579	G0	0		3.3926	20.00	5.0000	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
149	-1	4	Endothelial	2483	179	-0.7482	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9510	G0	0		7.4891	10.18	1.1813	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
150	-1	4	Endothelial	1877	0	-1.5707	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8039	G0	0		2.8063	20.00	5.0000	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
151	-1	4	Endothelial	1272	133	1.7156	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.7963	G0	0		6.7331	9.87	0.8836	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
152	-1	4	Endothelial	2080	144	2.1961	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9293	G0	0		6.9292	10.80	1.2146	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
153	-1	4	Endothelial	1311	88	-2.0546	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9132	G0	0		8.5534	10.62	0.7721	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
154	-1	4	Endothelial	1629	0	-1.7145	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0859	G0	0		2.9869	20.00	5.0000	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
155	-1	4	Endothelial	1904	0	-1.6808	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8939	G0	0		2.4920	20.00	5.0000	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
156	-1	4	Endothelial	1903	27	0.8052	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.7191	G0	0		8.0400	16.27	2.8938	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
157	-1	4	Endothelial	2122	60	-1.6315	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.7627	G0	0		8.0600	15.48	2.6362	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
158	-1	4	Endothelial	1874	46	-0.3149	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1190	G0	0		8.1942	16.65	3.1426	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
159	-1	4	Endothelial	2022	88	0.0772	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9266	G0	0		6.8415	15.02	2.5733	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
160	-1	4	Endothelial	1920	0	-1.4645	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0785	G0	0		3.1082	20.00	5.0000	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
161	-1	4	Endothelial	1755	509	3.0724	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8266	G0	0		6.5725	3.71	0.2879	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
162	-1	4	Endothelial	1809	325	-0.2829	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9325	G0	0		7.7345	5.50	0.4642	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
163	-1	4	Endothelial	2517	125	0.5956	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9683	G0	0		7.2991	10.88	1.2178	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
164	-1	4	Endothelial	2312	689	-1.6496	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.7509	G0	0		6.3580	5.50	0.4708	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
165	-1	4	Endothelial	2101	0	-1.1593	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9438	G0	0		2.8779	20.00	5.0000	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
166	-1	4	Endothelial	1892	10	1.8543	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.7882	G0	0		7.3213	12.00	0.5064	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
167	-1	4	Endothelial	1818	156	-2.2059	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.3080	G0	0		7.2160	12.01	1.6327	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
168	-1	4	Endothelial	2202	46	1.4467	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0979	G0	0		6.8228	14.52	2.0961	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
169	-1	4	Endothelial	2277	212	1.3280	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.2021	G0	0		6.6831	10.28	1.1808	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
170	-1	4	Endothelial	2160	305	-0.2638	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8496	G0	0		7.2357	5.71	0.4901	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
171	-1	4	Endothelial	1887	0	-1.6189	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.7307	G0	0		2.8378	20.00	5.0000	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
172	-1	4	Endothelial	2196	20	1.4754	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1308	G0	0		2.7516	18.89	4.3590	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
173	-1	4	Endothelial	2161	268	-1.0293	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1393	G0	0		9.2111	4.52	0.2538	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
174	-1	4	Endothelial	2182	38	-0.1246	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0700	G0	0		7.8667	12.35	0.7973	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
176	-1	4	Endothelial	2126	114	0.5465	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9165	G0	0		7.0902	9.41	0.5957	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
177	-1	4	Endothelial	1894	328	1.5337	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.2497	G0	0		8.0432	8.43	0.8043	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
178	-1	4	Endothelial	1887	268	2.4543	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9590	G0	0		9.2498	8.15	0.8422	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
179	-1	4	Endothelial	2346	227	1.7638	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8696	G0	0		7.7362	7.89	0.7632	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
180	-1	4	Endothelial	1967	20	2.6011	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9665	G0	0		6.8353	16.76	3.1737	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
181	-1	4	Endothelial	2257	595	0.0201	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9905	G0	0		7.8567	6.01	0.4852	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
182	-1	4	Endothelial	2349	705	1.6361	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0931	G0	0		7.5252	2.92	0.2214	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
183	-1	4	Endothelial	2446	196	-0.3841	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1169	G0	0		7.0327	10.34	1.1998	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
184	-1	4	Endothelial	1955	0	-1.7899	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.7974	G0	0		3.0280	20.00	5.0000	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
185	-1	4	Endothelial	2984	184	1.3618	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8296	G0	0		8.1807	8.01	0.6836	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
187	-1	4	Endothelial	2504	76	-2.7824	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1279	G0	0		5.8501	14.82	2.4621	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
188	-1	4	Endothelial	2103	93	0.3951	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0097	G0	0		7.1307	11.38	1.1566	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
189	-1	4	Endothelial	2732	166	-2.2221	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0264	G0	0		7.4686	8.66	0.7314	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
190	-1	4	Endothelial	1619	408	-2.1713	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.6255	G0	0		7.9585	7.92	0.6915	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
191	-1	4	Endothelial	2448	0	-2.0624	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.6900	G0	0		2.8967	20.00	5.0000	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
192	-1	4	Endothelial	2447	168	-2.1906	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0860	G0	0		8.1248	7.94	0.5582	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
193	-1	4	Endothelial	1750	58	-0.0578	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9501	G0	0		6.9901	15.78	2.8031	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
194	-1	4	Endothelial	2601	80	1.6227	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1893	G0	0		6.7825	16.05	2.9688	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
195	-1	4	Endothelial	2361	211	2.5591	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0738	G0	0		7.0660	10.80	1.2439	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
196	-1	4	Endothelial	2588	77	-0.1874	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1062	G0	0		6.8943	13.71	1.9596	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
197	-1	4	Endothelial	2325	187	-2.1033	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9073	G0	0		6.9315	11.36	1.4544	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
198	-1	4	Endothelial	2434	0	3.1392	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.2265	G0	0		3.0411	20.00	5.0000	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
199	-1	4	Endothelial	2445	20	1.5862	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0338	G0	0		3.0680	18.71	4.2409	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
200	-1	4	Endothelial	2210	221	-1.3638	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.7829	G0	0		6.8691	11.58	1.5314	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
201	-1	4	Endothelial	2225	218	2.3109	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1490	G0	0		8.0856	10.23	1.2787	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
202	-1	4	Endothelial	2656	11	-0.0375	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9662	G0	0		6.1147	12.88	1.0189	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
203	-1	4	Endothelial	2662	783	1.1091	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.7916	G0	0		6.7219	5.01	0.3194	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
204	-1	4	Endothelial	2456	0	-1.4173	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9796	G0	0		2.8856	20.00	5.0000	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
205	-1	4	Endothelial	2289	10	1.6403	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0065	G0	0		9.2093	12.26	0.6846	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
207	-1	4	Endothelial	2722	0	-3.0932	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.7926	G0	0		2.9671	20.00	5.0000	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
208	-1	4	Endothelial	2676	0	-1.9876	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9037	G0	0		2.9112	20.00	5.0000	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
209	-1	4	Endothelial	2466	0	-1.5669	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0519	G0	0		2.5682	20.00	5.0000	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
210	-1	4	Endothelial	2318	109	-1.6292	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8101	G0	0		7.6954	9.77	0.6700	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
211	-1	4	Endothelial	2564	283	1.6554	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0530	G0	0		6.9166	8.55	0.8123	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
212	-1	4	Endothelial	2486	157	-2.9684	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0049	G0	0		7.5333	9.45	0.9362	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
213	-1	4	Endothelial	2945	585	-0.6116	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.5545	G0	0		7.4125	6.12	0.4547	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
214	-1	4	Endothelial	2791	0	3.1149	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9367	G0	0		3.0647	20.00	5.0000	False	True	0	0.0	10.00	0.00	0.0000	0.0000	0
215	-1	4	Endothelial	2605	367	-2.8425	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.2379	G0	0		7.2429	5.77	0.3359	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
216	-1	4	Endothelial	2213	364	-3.0273	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0059	G0	0		6.9996	7.12	0.6957	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
217	-1	4	Endothelial	2792	10	1.3554	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0609	G0	0		7.0597	17.76	3.7138	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
218	-1	4	Endothelial	2806	417	-0.1599	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1615	G0	0		6.7787	4.65	0.3752	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
219	-1	4	Endothelial	2757	22	0.0467	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0052	G0	0		7.9414	14.75	2.0690	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
