cell_id	parent_id	cell_type	cell_type_name	x	y	angle	shape_path	size_scale	cell_cycle_phase	ecDNA_count	ecDNA_cargo	egfr_expression	O2_local	glucose_local	is_hypoxic	is_quiescent	generation	time_born_hr	migration_rate	VEGF_secretion	activation_level	exhaustion_level	kills_performed
13785	-1	4	Endothelial	4650	4609	0.7282	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1216	G0	0		8.0810	4.93	0.4863	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13786	-1	4	Endothelial	4037	4122	-2.3008	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9665	G0	0		6.8313	4.34	0.7240	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13787	-1	4	Endothelial	4660	3949	-1.5139	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.3635	G0	0		6.8750	4.34	0.4934	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13788	-1	4	Endothelial	4185	3731	-1.4625	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8626	G0	0		7.5832	3.75	0.4269	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13789	-1	4	Endothelial	3819	4023	-0.2785	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9069	G0	0		7.8350	3.95	0.5996	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13790	-1	4	Endothelial	4384	3906	-2.3150	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8809	G0	0		6.8607	4.02	0.4591	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13791	-1	4	Endothelial	4429	4045	1.5451	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9856	G0	0		6.8133	4.25	0.5390	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13792	-1	4	Endothelial	4022	4121	0.7287	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1562	G0	0		7.6304	4.21	0.6409	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13793	-1	4	Endothelial	4429	4019	0.1377	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1412	G0	0		7.9599	4.26	0.5535	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13794	-1	4	Endothelial	4276	4308	2.9006	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8281	G0	0		7.5877	4.35	0.5579	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13795	-1	4	Endothelial	4034	3936	-3.1075	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0116	G0	0		7.4738	3.94	0.5489	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13796	-1	4	Endothelial	4676	4047	3.0464	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.2167	G0	0		6.0945	4.41	0.4814	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13797	-1	4	Endothelial	4797	4548	1.4364	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9852	G0	0		6.6515	4.98	0.4442	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13798	-1	4	Endothelial	4294	4515	-2.8250	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9590	G0	0		7.7350	4.35	0.3957	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13799	-1	4	Endothelial	4665	3927	0.0834	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1468	G0	0		6.7648	4.39	0.5231	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13800	-1	4	Endothelial	4497	3953	2.8101	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1242	G0	0		8.2683	3.79	0.4362	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13801	-1	4	Endothelial	4909	4546	-1.4748	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0816	G0	0		8.0380	5.51	0.6537	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13802	-1	4	Endothelial	4611	4819	1.5485	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0702	G0	0		8.0826	5.19	0.4917	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13803	-1	4	Endothelial	4764	3871	-2.3307	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0080	G0	0		6.9617	4.27	0.3752	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13804	-1	4	Endothelial	5022	4458	-0.2785	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0909	G0	0		8.3160	5.19	0.3919	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13805	-1	4	Endothelial	4260	4593	-0.3271	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9108	G0	0		9.5196	4.39	0.3897	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13806	-1	4	Endothelial	4796	4426	-2.2204	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9444	G0	0		7.3556	5.08	0.5897	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13807	-1	4	Endothelial	4470	3944	1.2844	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1827	G0	0		8.1860	4.03	0.4079	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13808	-1	4	Endothelial	4833	3939	-1.5336	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1245	G0	0		7.5075	4.45	0.4077	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13809	-1	4	Endothelial	4033	4252	2.8019	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9616	G0	0		6.7471	4.00	0.4592	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13810	-1	4	Endothelial	4856	4019	-1.4223	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.7693	G0	0		7.5960	4.62	0.4601	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13811	-1	4	Endothelial	4632	3694	-1.5266	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8041	G0	0		7.5601	4.15	0.4418	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13812	-1	4	Endothelial	5080	4261	-0.0661	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1202	G0	0		6.7902	4.99	0.2935	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13813	-1	4	Endothelial	4672	3637	-1.5052	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8756	G0	0		6.8346	4.26	0.5001	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13814	-1	4	Endothelial	4441	4105	2.2317	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8027	G0	0		7.4187	4.25	0.5099	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13815	-1	4	Endothelial	4708	4360	1.5258	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1426	G0	0		6.9358	4.68	0.4639	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13816	-1	4	Endothelial	4837	4401	0.0235	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9879	G0	0		7.1142	4.70	0.4129	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13817	-1	4	Endothelial	4800	3888	-1.8801	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.2199	G0	0		6.7020	4.43	0.4430	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13818	-1	4	Endothelial	4941	3808	-1.9741	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0397	G0	0		6.8399	4.57	0.4059	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13819	-1	4	Endothelial	4913	3854	1.1455	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1243	G0	0		7.6714	4.44	0.3402	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13820	-1	4	Endothelial	5528	4564	0.6319	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1040	G0	0		7.7706	7.87	0.6618	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13821	-1	4	Endothelial	5393	4379	-1.3219	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9158	G0	0		7.8133	6.54	0.5253	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13822	-1	4	Endothelial	5093	4400	-1.5679	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8437	G0	0		7.3146	3.55	0.1768	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13823	-1	4	Endothelial	5125	4042	1.3640	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8448	G0	0		7.8606	5.01	0.3436	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13825	-1	4	Endothelial	5227	4251	-0.7164	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8610	G0	0		7.2784	5.55	0.4018	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13826	-1	4	Endothelial	4538	3896	1.4500	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9946	G0	0		7.3362	4.22	0.5108	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13827	-1	4	Endothelial	4406	4113	1.8582	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9472	G0	0		7.2328	4.34	0.5721	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13828	-1	4	Endothelial	5077	3965	-0.7653	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9465	G0	0		6.0510	5.22	0.5850	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13829	-1	4	Endothelial	5152	3832	1.4662	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8525	G0	0		5.9928	5.21	0.4887	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13830	-1	4	Endothelial	5568	4342	0.3430	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0852	G0	0		7.2992	2.27	0.1130	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13831	-1	4	Endothelial	5082	4278	-0.3030	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9677	G0	0		7.1548	5.32	0.4961	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13832	-1	4	Endothelial	5453	4249	-2.4590	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0353	G0	0		7.2744	2.54	0.1979	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13833	-1	4	Endothelial	5485	3935	-2.5852	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.7500	G0	0		7.3922	6.90	0.5393	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13834	-1	4	Endothelial	4834	4332	0.2741	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.7456	G0	0		8.2418	4.72	0.3881	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13835	-1	4	Endothelial	4542	3439	0.6928	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.7266	G0	0		6.4202	4.23	0.5905	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13836	-1	4	Endothelial	5420	3867	2.4965	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8407	G0	0		6.2390	6.33	0.4665	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13837	-1	4	Endothelial	5331	4075	1.5190	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1575	G0	0		7.5454	5.72	0.3110	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13838	-1	4	Endothelial	5135	4602	-3.1320	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8235	G0	0		8.8464	5.54	0.3541	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13839	-1	4	Endothelial	5212	3989	0.9554	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0994	G0	0		7.3712	5.52	0.5582	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13840	-1	4	Endothelial	5646	3931	2.1933	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0204	G0	0		6.3291	2.50	0.1062	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13841	-1	4	Endothelial	4706	4815	2.7134	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8152	G0	0		7.5309	5.30	0.4635	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13842	-1	4	Endothelial	5044	4766	-0.4768	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1588	G0	0		7.1675	5.71	0.4317	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13843	-1	4	Endothelial	5179	3943	1.5645	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9671	G0	0		6.9854	5.26	0.4433	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13844	-1	4	Endothelial	5170	4765	0.7257	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8369	G0	0		7.7923	6.48	0.7171	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13845	-1	4	Endothelial	4665	4338	2.6066	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8377	G0	0		6.1424	4.64	0.4766	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13846	-1	4	Endothelial	4787	3886	-1.1343	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9375	G0	0		7.7659	4.44	0.4628	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13847	-1	4	Endothelial	5428	4275	1.5118	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0329	G0	0		7.6242	6.82	0.6186	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13848	-1	4	Endothelial	5261	4391	-2.1240	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0281	G0	0		7.7119	5.61	0.3032	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13849	-1	4	Endothelial	5172	4202	-2.1335	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9020	G0	0		7.9704	5.19	0.2935	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13851	-1	4	Endothelial	5258	4194	-2.1045	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.7739	G0	0		7.8325	5.68	0.4406	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13852	-1	4	Endothelial	5508	4166	0.8172	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0349	G0	0		6.3361	3.30	0.2769	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13853	-1	4	Endothelial	4866	4310	2.0133	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9813	G0	0		6.6736	5.10	0.6037	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13854	-1	4	Endothelial	5237	3840	0.0181	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1226	G0	0		6.6482	5.34	0.3947	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13855	-1	4	Endothelial	5020	3876	-1.3371	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9564	G0	0		8.8107	5.25	0.7098	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13856	-1	4	Endothelial	5937	4452	0.0140	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1578	G0	0		8.0555	13.62	1.5705	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13857	-1	4	Endothelial	5433	4666	-2.2667	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8060	G0	0		7.0119	6.09	0.3505	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13858	-1	4	Endothelial	5287	4386	-0.1252	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.3629	G0	0		8.8488	6.09	0.5564	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13859	-1	4	Endothelial	5170	3919	-3.0287	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0050	G0	0		6.5411	5.68	0.7288	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13860	-1	4	Endothelial	5070	4038	0.1492	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1379	G0	0		7.2366	4.97	0.4065	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13861	-1	4	Endothelial	5346	4406	-0.0148	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0115	G0	0		7.0327	6.22	0.4642	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13862	-1	4	Endothelial	5251	4081	-1.7657	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.7684	G0	0		7.0707	4.86	0.2573	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13863	-1	4	Endothelial	5117	3628	-3.0591	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9102	G0	0		7.8470	4.77	0.3197	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13864	-1	4	Endothelial	5520	3994	-1.0694	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.7366	G0	0		5.1883	7.17	0.5175	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13865	-1	4	Endothelial	5147	4018	0.1425	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.2146	G0	0		6.8353	5.19	0.4320	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13866	-1	4	Endothelial	5235	4022	1.2992	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.6400	G0	0		7.7090	3.18	0.1925	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13867	-1	4	Endothelial	5739	4335	0.2181	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.2319	G0	0		8.6549	4.40	0.0560	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13868	-1	4	Endothelial	5366	4140	3.1278	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0606	G0	0		7.9209	6.35	0.5819	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13869	-1	4	Endothelial	5536	4245	1.8122	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0351	G0	0		6.8075	3.30	0.2249	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13870	-1	4	Endothelial	5604	4578	2.0243	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9396	G0	0		7.5550	8.07	0.7378	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13871	-1	4	Endothelial	5552	4023	-0.2362	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1876	G0	0		7.5770	7.52	0.5459	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13872	-1	4	Endothelial	5812	3980	-2.8408	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.7793	G0	0		7.2206	7.08	0.4017	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13873	-1	4	Endothelial	5390	3719	-3.0937	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.2908	G0	0		7.9030	5.88	0.3091	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13874	-1	4	Endothelial	5167	4182	0.9856	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0029	G0	0		7.8078	5.40	0.4517	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13875	-1	4	Endothelial	5409	4581	1.6086	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.8946	G0	0		6.9042	6.23	0.4831	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13876	-1	8	Necrotic	5530	4081	-2.9972	M -0.5 -0.5 L 0.5 -0.5 L 0.5 0.5 L -0.5 0.5 Z	0.8556	G0	0		6.5549	1.03	0.0659	True	True	0	0.0	0.00	0.00	0.0000	0.0000	0
13877	-1	4	Endothelial	5032	4475	2.5131	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.7792	G0	0		6.8645	5.08	0.2940	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13878	-1	4	Endothelial	4945	4136	-1.5508	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9815	G0	0		7.6736	4.80	0.4304	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13879	-1	4	Endothelial	5396	4085	2.7147	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.2806	G0	0		6.2328	6.33	0.4841	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13880	-1	4	Endothelial	5549	4128	0.2096	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9074	G0	0		7.2450	7.86	0.7556	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13881	-1	4	Endothelial	5538	4274	1.7913	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0528	G0	0		8.3253	7.93	0.8046	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13882	-1	4	Endothelial	5543	4077	-1.6262	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0910	G0	0		7.0433	6.09	0.4922	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13883	-1	4	Endothelial	5942	4048	-1.9425	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1310	G0	0		7.2127	16.36	3.0709	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13884	-1	4	Endothelial	5745	3994	-0.2786	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0643	G0	0		6.6314	7.52	0.7029	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13885	-1	4	Endothelial	5621	4068	-1.4698	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.9696	G0	0		6.7239	8.55	1.0319	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13886	-1	4	Endothelial	5272	4188	0.2491	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.2507	G0	0		8.4292	5.72	0.4367	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13887	-1	4	Endothelial	5746	3883	-0.9947	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.0018	G0	0		5.2108	9.01	0.9720	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13888	-1	4	Endothelial	5674	4601	2.3668	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	1.1370	G0	0		7.4406	6.07	0.5026	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13889	-1	4	Endothelial	5151	3808	2.4808	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.7218	G0	0		6.9490	5.06	0.4041	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
13890	-1	4	Endothelial	5942	4486	2.6357	M -1 -0.3 Q 0 -0.5 1 -0.3 L 1 0.3 Q 0 0.5 -1 0.3 Z	0.7224	G0	0		7.3068	12.08	0.8058	True	True	0	0.0	20.00	0.00	0.0000	0.0000	0
